id,category,title,description,price,url
166,Fashion,Wool Overshirt,Travel‑Friendly wool overshirt in beige linen. oversized. mother-of-pearl buttons. Available in 14-inch.,58.59,https://example.com/fashion/wool-overshirt/166
167,Tech,Fitness Tracker,Elevated fitness tracker with aluminum housing. active noise cancellation. fold-flat hinges.,649.62,https://example.com/tech/fitness-tracker/167
168,Tech,Drone Camera,Premium drone camera with silicone housing. low‑latency mode. up to 20h battery.,104.98,https://example.com/tech/drone-camera/168
169,Tech,USB-C Charger,Everyday usb-c charger with silicone housing. USB‑C charging. up to 20h battery.,309.86,https://example.com/tech/usb-c-charger/169
170,Home,Cast Iron Skillet,Everyday cast iron skillet crafted from bamboo in rose. fingerprint-resistant.,193.57,https://example.com/home/cast-iron-skillet/170
171,Fashion,Leather Tote Bag,Minimalist leather tote bag in blush cashmere. relaxed fit. mother-of-pearl buttons. Available in 14-inch.,152.47,https://example.com/fashion/leather-tote-bag/171
172,Home,Bath Towel Set,Elevated bath towel set crafted from walnut in sand. tool-free assembly.,491.75,https://example.com/home/bath-towel-set/172
173,Fashion,Linen Summer Dress,Versatile linen summer dress in sand denim. relaxed fit. side zip. Available in Large.,309.84,https://example.com/fashion/linen-summer-dress/173
174,Tech,Tablet Stylus,Premium tablet stylus with polycarbonate housing. fold-flat hinges. multi‑device pairing.,522.22,https://example.com/tech/tablet-stylus/174
175,Fashion,Work Blazer,Travel‑Friendly work blazer in blush suede. tailored fit. side zip. Available in One size.,246.68,https://example.com/fashion/work-blazer/175
176,Fashion,Wool Overshirt,Premium wool overshirt in navy organic cotton. relaxed fit. contrast stitching. Available in 15-inch.,51.89,https://example.com/fashion/wool-overshirt/176
177,Tech,Wireless Earbuds,Elevated wireless earbuds with aluminum housing. active noise cancellation. multi‑device pairing.,461.55,https://example.com/tech/wireless-earbuds/177
178,Fashion,Polo Shirt,Everyday polo shirt in navy cotton. slim fit. hidden interior pocket. Available in Large.,225.3,https://example.com/fashion/polo-shirt/178
179,Home,Cookware Set,Everyday cookware set crafted from cotton in cream. soft-touch dimmer.,115.19,https://example.com/home/cookware-set/179
180,Tech,Smartwatch,Everyday smartwatch with polycarbonate housing. low‑latency mode. sleep mode after 10 min.,297.17,https://example.com/tech/smartwatch/180
181,Tech,Mechanical Keyboard,Lightweight mechanical keyboard with ABS housing. fold-flat hinges. low‑latency mode.,190.12,https://example.com/tech/mechanical-keyboard/181
182,Fashion,Wool Overshirt,Everyday wool overshirt in sky blue cotton. slim fit. hidden interior pocket. Available in 15-inch.,269.45,https://example.com/fashion/wool-overshirt/182
183,Tech,Foldable Phone Stand,Travel‑Friendly foldable phone stand with polycarbonate housing. gesture controls. USB‑C charging.,737.92,https://example.com/tech/foldable-phone-stand/183
184,Fashion,Heeled Sandals,Everyday heeled sandals in terracotta vegan leather. relaxed fit. contrast stitching. Available in XS–XL.,227.14,https://example.com/fashion/heeled-sandals/184
185,Home,Percale Sheet Set,Compact percale sheet set crafted from stainless steel in terracotta. reversible.,276.58,https://example.com/home/percale-sheet-set/185
186,Tech,Laptop Sleeve,Premium laptop sleeve with ABS housing. low‑latency mode. sleep mode after 10 min.,193.36,https://example.com/tech/laptop-sleeve/186
187,Fashion,Wool Overshirt,Minimalist wool overshirt in sky blue cotton. oversized. machine washable. Available in 15-inch.,316.91,https://example.com/fashion/wool-overshirt/187
188,Fashion,Cashmere Scarf,Everyday cashmere scarf in cream cotton. slim fit. contrast stitching. Available in One size.,74.8,https://example.com/fashion/cashmere-scarf/188
189,Fashion,Classic Leather Sneakers,Lightweight classic leather sneakers in beige vegan leather. oversized. removable belt. Available in Small.,69.41,https://example.com/fashion/classic-leather-sneakers/189
190,Home,LED Floor Lamp,Everyday led floor lamp crafted from oak wood in blush. non-slip feet.,443.41,https://example.com/home/led-floor-lamp/190
191,Home,Stoneware Dinner Plates,Premium stoneware dinner plates crafted from stoneware in gold. tool-free assembly.,223.89,https://example.com/home/stoneware-dinner-plates/191
192,Home,Aroma Diffuser,Everyday aroma diffuser crafted from walnut in sky blue. reversible.,269.05,https://example.com/home/aroma-diffuser/192
193,Tech,Noise-Cancelling Headphones,Compact noise-cancelling headphones with nylon housing. fold-flat hinges. low‑latency mode.,638.08,https://example.com/tech/noise-cancelling-headphones/193
194,Tech,Smart Home Hub,Versatile smart home hub with silicone housing. low‑latency mode. fold-flat hinges.,217.03,https://example.com/tech/smart-home-hub/194
195,Tech,Wireless Earbuds,Everyday wireless earbuds with nylon housing. fold-flat hinges. USB‑C charging.,524.58,https://example.com/tech/wireless-earbuds/195
196,Tech,Drone Camera,Travel‑Friendly drone camera with ABS housing. low‑latency mode. gesture controls.,217.33,https://example.com/tech/drone-camera/196
197,Home,Stoneware Dinner Plates,Travel‑Friendly stoneware dinner plates crafted from hand-blown glass in black. reversible.,368.58,https://example.com/home/stoneware-dinner-plates/197
198,Fashion,Linen Summer Dress,Compact linen summer dress in navy denim. slim fit. mother-of-pearl buttons. Available in S–L.,260.78,https://example.com/fashion/linen-summer-dress/198
199,Tech,Portable Projector,Premium portable projector with ABS housing. Bluetooth 5.3. low‑latency mode.,245.81,https://example.com/tech/portable-projector/199
200,Tech,Fitness Tracker,Everyday fitness tracker with polycarbonate housing. sleep mode after 10 min. up to 20h battery.,754.49,https://example.com/tech/fitness-tracker/200
201,Tech,E-Reader,Travel‑Friendly e-reader with aluminum housing. up to 20h battery. multi‑device pairing.,45.79,https://example.com/tech/e-reader/201
202,Home,Dining Chair,Minimalist dining chair crafted from wool in beige. dishwasher safe.,511.3,https://example.com/home/dining-chair/202
203,Tech,Smart Home Hub,Everyday smart home hub with polycarbonate housing. fold-flat hinges. Bluetooth 5.3.,703.77,https://example.com/tech/smart-home-hub/203
204,Tech,Wireless Earbuds,Versatile wireless earbuds with ABS housing. fold-flat hinges. up to 20h battery.,184.22,https://example.com/tech/wireless-earbuds/204
205,Tech,Noise-Cancelling Headphones,Elevated noise-cancelling headphones with aluminum housing. fold-flat hinges. up to 20h battery.,495.37,https://example.com/tech/noise-cancelling-headphones/205
206,Tech,Smartphone Stand,Compact smartphone stand with polycarbonate housing. sleep mode after 10 min. Bluetooth 5.3.,171.2,https://example.com/tech/smartphone-stand/206
207,Home,Dining Chair,Premium dining chair crafted from stoneware in charcoal. tool-free assembly.,247.22,https://example.com/home/dining-chair/207
208,Fashion,Cashmere Scarf,Everyday cashmere scarf in olive silk. tailored fit. double-lined. Available in 14-inch.,236.77,https://example.com/fashion/cashmere-scarf/208
209,Tech,Action Camera,Premium action camera with polycarbonate housing. USB‑C charging. up to 20h battery.,632.45,https://example.com/tech/action-camera/209
210,Tech,Smartwatch,Versatile smartwatch with polycarbonate housing. multi‑device pairing. USB‑C charging.,640.18,https://example.com/tech/smartwatch/210
211,Home,Espresso Machine,Lightweight espresso machine crafted from stoneware in rose. tool-free assembly.,158.82,https://example.com/home/espresso-machine/211
212,Tech,Action Camera,Minimalist action camera with aluminum housing. active noise cancellation. fold-flat hinges.,324.06,https://example.com/tech/action-camera/212
213,Fashion,Puffer Jacket,Everyday puffer jacket in black suede. tailored fit. side zip. Available in 13-inch.,107.15,https://example.com/fashion/puffer-jacket/213
214,Home,Espresso Machine,Travel‑Friendly espresso machine crafted from stainless steel in gold. heat-resistant up to 450°F.,390.09,https://example.com/home/espresso-machine/214
215,Home,Cast Iron Skillet,Lightweight cast iron skillet crafted from bamboo in charcoal. matte glaze.,61.19,https://example.com/home/cast-iron-skillet/215
216,Home,Round Wall Mirror,Minimalist round wall mirror crafted from stainless steel in cream. reversible.,535.46,https://example.com/home/round-wall-mirror/216
217,Home,Storage Basket,Lightweight storage basket crafted from cotton in sand. reversible.,27.0,https://example.com/home/storage-basket/217
218,Tech,4K Webcam,Versatile 4k webcam with polycarbonate housing. sleep mode after 10 min. multi‑device pairing.,304.85,https://example.com/tech/4k-webcam/218
219,Home,Bamboo Cutting Board,Everyday bamboo cutting board crafted from cotton in cream. dishwasher safe.,203.55,https://example.com/home/bamboo-cutting-board/219
220,Fashion,Work Blazer,Versatile work blazer in sky blue cashmere. slim fit. side zip. Available in 14-inch.,153.79,https://example.com/fashion/work-blazer/220
221,Fashion,Chino Pants,Versatile chino pants in sky blue denim. tailored fit. side zip. Available in Medium.,298.47,https://example.com/fashion/chino-pants/221
222,Tech,Gaming Mouse,Minimalist gaming mouse with silicone housing. fold-flat hinges. gesture controls.,351.17,https://example.com/tech/gaming-mouse/222
223,Tech,Drone Camera,Compact drone camera with ABS housing. sleep mode after 10 min. up to 20h battery.,448.43,https://example.com/tech/drone-camera/223
224,Fashion,Corduroy Trousers,Minimalist corduroy trousers in white cashmere. relaxed fit. mother-of-pearl buttons. Available in 15-inch.,85.29,https://example.com/fashion/corduroy-trousers/224
225,Fashion,Ballet Flats,Versatile ballet flats in olive cotton. tailored fit. double-lined. Available in XS–XL.,180.72,https://example.com/fashion/ballet-flats/225
226,Home,Cookware Set,Versatile cookware set crafted from rattan in white. non-slip feet.,592.67,https://example.com/home/cookware-set/226
227,Tech,Foldable Phone Stand,Versatile foldable phone stand with ABS housing. sleep mode after 10 min. active noise cancellation.,81.57,https://example.com/tech/foldable-phone-stand/227
228,Fashion,Trench Coat,Everyday trench coat in sky blue suede. relaxed fit. mother-of-pearl buttons. Available in Large.,217.96,https://example.com/fashion/trench-coat/228
229,Tech,Gaming Mouse,Travel‑Friendly gaming mouse with polycarbonate housing. sleep mode after 10 min. USB‑C charging.,35.69,https://example.com/tech/gaming-mouse/229
230,Fashion,Chelsea Boots,Everyday chelsea boots in terracotta silk. oversized. breathable weave. Available in 14-inch.,99.04,https://example.com/fashion/chelsea-boots/230
231,Tech,Bluetooth Speaker,Elevated bluetooth speaker with silicone housing. low‑latency mode. active noise cancellation.,740.0,https://example.com/tech/bluetooth-speaker/231
232,Home,Bath Towel Set,Travel‑Friendly bath towel set crafted from wool in charcoal. tool-free assembly.,570.23,https://example.com/home/bath-towel-set/232
233,Fashion,Classic Leather Sneakers,Elevated classic leather sneakers in silver cotton. relaxed fit. side zip. Available in XS–XL.,157.35,https://example.com/fashion/classic-leather-sneakers/233
234,Tech,Mechanical Keyboard,Elevated mechanical keyboard with polycarbonate housing. up to 20h battery. Bluetooth 5.3.,247.03,https://example.com/tech/mechanical-keyboard/234
235,Tech,Wireless Earbuds,Minimalist wireless earbuds with ABS housing. sleep mode after 10 min. up to 20h battery.,577.29,https://example.com/tech/wireless-earbuds/235
236,Home,Hand-Tufted Wool Rug,Lightweight hand-tufted wool rug crafted from stoneware in beige. soft-touch dimmer.,464.92,https://example.com/home/hand-tufted-wool-rug/236
237,Fashion,Polo Shirt,Compact polo shirt in silver silk. slim fit. side zip. Available in XS–XL.,165.54,https://example.com/fashion/polo-shirt/237
238,Home,Down Pillow,Everyday down pillow crafted from oak wood in sky blue. non-slip feet.,253.32,https://example.com/home/down-pillow/238
239,Tech,E-Reader,Elevated e-reader with polycarbonate housing. Bluetooth 5.3. gesture controls.,521.42,https://example.com/tech/e-reader/239
240,Tech,4K Webcam,Everyday 4k webcam with nylon housing. sleep mode after 10 min. multi‑device pairing.,441.68,https://example.com/tech/4k-webcam/240
241,Home,Cast Iron Skillet,Elevated cast iron skillet crafted from cast iron in olive. soft-touch dimmer.,108.55,https://example.com/home/cast-iron-skillet/241
242,Fashion,Wrap Skirt,Compact wrap skirt in sky blue cashmere. tailored fit. machine washable. Available in S–L.,56.75,https://example.com/fashion/wrap-skirt/242
243,Fashion,Linen Summer Dress,Travel‑Friendly linen summer dress in sand merino wool. boxy cut. removable belt. Available in XS–XL.,55.29,https://example.com/fashion/linen-summer-dress/243
244,Home,Glass Coffee Table,Travel‑Friendly glass coffee table crafted from walnut in forest. heat-resistant up to 450°F.,554.14,https://example.com/home/glass-coffee-table/244
245,Home,Percale Sheet Set,Premium percale sheet set crafted from bamboo in terracotta. heat-resistant up to 450°F.,585.1,https://example.com/home/percale-sheet-set/245
246,Fashion,Pleated Midi Skirt,Premium pleated midi skirt in gold organic cotton. boxy cut. removable belt. Available in 14-inch.,79.72,https://example.com/fashion/pleated-midi-skirt/246
247,Fashion,Silk Blouse,Versatile silk blouse in terracotta linen. slim fit. hidden interior pocket. Available in Medium.,134.56,https://example.com/fashion/silk-blouse/247
248,Fashion,Chino Pants,Everyday chino pants in navy merino wool. slim fit. side zip. Available in XS–XL.,217.66,https://example.com/fashion/chino-pants/248
249,Fashion,Ribbed Tank,Elevated ribbed tank in sand cotton. tailored fit. side zip. Available in Medium.,274.23,https://example.com/fashion/ribbed-tank/249
250,Fashion,Classic Leather Sneakers,Premium classic leather sneakers in sky blue linen. relaxed fit. breathable weave. Available in Small.,237.95,https://example.com/fashion/classic-leather-sneakers/250
251,Fashion,Chino Pants,Minimalist chino pants in charcoal denim. oversized. stretch panel at back. Available in S–L.,235.81,https://example.com/fashion/chino-pants/251
252,Fashion,Flowy Maxi Dress,Travel‑Friendly flowy maxi dress in charcoal cotton. slim fit. side zip. Available in 13-inch.,129.25,https://example.com/fashion/flowy-maxi-dress/252
253,Home,Glass Coffee Table,Travel‑Friendly glass coffee table crafted from wool in navy. dishwasher safe.,273.74,https://example.com/home/glass-coffee-table/253
254,Fashion,Ribbed Tank,Elevated ribbed tank in charcoal vegan leather. oversized. contrast stitching. Available in Medium.,335.1,https://example.com/fashion/ribbed-tank/254
255,Tech,Portable SSD,Minimalist portable ssd with polycarbonate housing. fold-flat hinges. low‑latency mode.,209.94,https://example.com/tech/portable-ssd/255
256,Home,LED Floor Lamp,Premium led floor lamp crafted from cotton in beige. non-slip feet.,161.8,https://example.com/home/led-floor-lamp/256
257,Home,Cookware Set,Lightweight cookware set crafted from bamboo in terracotta. matte glaze.,556.28,https://example.com/home/cookware-set/257
258,Home,Stoneware Dinner Plates,Travel‑Friendly stoneware dinner plates crafted from oak wood in silver. soft-touch dimmer.,87.27,https://example.com/home/stoneware-dinner-plates/258
259,Fashion,Pleated Midi Skirt,Lightweight pleated midi skirt in blush vegan leather. oversized. mother-of-pearl buttons. Available in Large.,225.93,https://example.com/fashion/pleated-midi-skirt/259
260,Tech,4K Webcam,Compact 4k webcam with polycarbonate housing. Bluetooth 5.3. active noise cancellation.,67.65,https://example.com/tech/4k-webcam/260
261,Tech,Portable SSD,Minimalist portable ssd with silicone housing. gesture controls. fold-flat hinges.,541.21,https://example.com/tech/portable-ssd/261
262,Fashion,Heeled Sandals,Compact heeled sandals in sand merino wool. boxy cut. hidden interior pocket. Available in 13-inch.,240.58,https://example.com/fashion/heeled-sandals/262
263,Tech,Smartphone Stand,Elevated smartphone stand with silicone housing. up to 20h battery. Bluetooth 5.3.,161.13,https://example.com/tech/smartphone-stand/263
264,Fashion,Chelsea Boots,Travel‑Friendly chelsea boots in black silk. boxy cut. stretch panel at back. Available in Medium.,34.05,https://example.com/fashion/chelsea-boots/264
265,Fashion,Chelsea Boots,Versatile chelsea boots in beige cotton. tailored fit. contrast stitching. Available in Large.,73.91,https://example.com/fashion/chelsea-boots/265
266,Tech,Wireless Earbuds,Lightweight wireless earbuds with nylon housing. fold-flat hinges. low‑latency mode.,33.8,https://example.com/tech/wireless-earbuds/266
267,Home,Down Pillow,Everyday down pillow crafted from cotton in cream. reversible.,307.92,https://example.com/home/down-pillow/267
268,Tech,Noise-Cancelling Headphones,Lightweight noise-cancelling headphones with nylon housing. sleep mode after 10 min. gesture controls.,293.7,https://example.com/tech/noise-cancelling-headphones/268
269,Tech,Smartwatch,Premium smartwatch with polycarbonate housing. up to 20h battery. active noise cancellation.,425.85,https://example.com/tech/smartwatch/269
270,Fashion,Linen Summer Dress,Versatile linen summer dress in white suede. boxy cut. mother-of-pearl buttons. Available in 13-inch.,293.2,https://example.com/fashion/linen-summer-dress/270
271,Home,Down Pillow,Compact down pillow crafted from cast iron in rose. dishwasher safe.,170.36,https://example.com/home/down-pillow/271
272,Fashion,Denim Jacket,Premium denim jacket in silver linen. tailored fit. side zip. Available in XS–XL.,149.0,https://example.com/fashion/denim-jacket/272
273,Home,Throw Blanket,Premium throw blanket crafted from rattan in black. soft-touch dimmer.,454.87,https://example.com/home/throw-blanket/273
274,Tech,USB-C Charger,Everyday usb-c charger with silicone housing. sleep mode after 10 min. USB‑C charging.,701.93,https://example.com/tech/usb-c-charger/274
275,Fashion,Corduroy Trousers,Everyday corduroy trousers in rose vegan leather. relaxed fit. stretch panel at back. Available in 15-inch.,264.54,https://example.com/fashion/corduroy-trousers/275
276,Fashion,Ribbed Tank,Compact ribbed tank in navy cashmere. tailored fit. contrast stitching. Available in Small.,67.78,https://example.com/fashion/ribbed-tank/276
277,Tech,Fitness Tracker,Minimalist fitness tracker with polycarbonate housing. active noise cancellation. sleep mode after 10 min.,722.42,https://example.com/tech/fitness-tracker/277
278,Fashion,Merino Crewneck,Versatile merino crewneck in sand organic cotton. tailored fit. stretch panel at back. Available in Small.,137.2,https://example.com/fashion/merino-crewneck/278
279,Tech,4K Webcam,Versatile 4k webcam with silicone housing. multi‑device pairing. up to 20h battery.,357.73,https://example.com/tech/4k-webcam/279
280,Home,Espresso Machine,Lightweight espresso machine crafted from cast iron in beige. heat-resistant up to 450°F.,323.84,https://example.com/home/espresso-machine/280
281,Fashion,Flowy Maxi Dress,Elevated flowy maxi dress in black denim. slim fit. contrast stitching. Available in Large.,114.14,https://example.com/fashion/flowy-maxi-dress/281
282,Home,LED Floor Lamp,Minimalist led floor lamp crafted from cast iron in silver. tool-free assembly.,585.53,https://example.com/home/led-floor-lamp/282
283,Fashion,Sports Bra,Compact sports bra in gold cotton. boxy cut. double-lined. Available in Large.,230.81,https://example.com/fashion/sports-bra/283
284,Fashion,Ribbed Tank,Premium ribbed tank in sky blue merino wool. slim fit. mother-of-pearl buttons. Available in Small.,188.77,https://example.com/fashion/ribbed-tank/284
285,Home,Electric Kettle,Versatile electric kettle crafted from oak wood in beige. soft-touch dimmer.,316.25,https://example.com/home/electric-kettle/285
286,Fashion,Polo Shirt,Everyday polo shirt in charcoal suede. slim fit. removable belt. Available in 15-inch.,47.74,https://example.com/fashion/polo-shirt/286
287,Fashion,Ribbed Tank,Minimalist ribbed tank in navy suede. tailored fit. double-lined. Available in 14-inch.,305.0,https://example.com/fashion/ribbed-tank/287
288,Home,Electric Kettle,Travel‑Friendly electric kettle crafted from stainless steel in rose. tool-free assembly.,116.79,https://example.com/home/electric-kettle/288
289,Tech,Portable SSD,Elevated portable ssd with polycarbonate housing. gesture controls. up to 20h battery.,146.92,https://example.com/tech/portable-ssd/289
290,Home,Down Pillow,Elevated down pillow crafted from wool in sky blue. modular design.,468.53,https://example.com/home/down-pillow/290
291,Fashion,Ballet Flats,Everyday ballet flats in forest merino wool. oversized. removable belt. Available in Small.,316.17,https://example.com/fashion/ballet-flats/291
292,Fashion,Leather Tote Bag,Travel‑Friendly leather tote bag in gold cashmere. tailored fit. double-lined. Available in One size.,245.72,https://example.com/fashion/leather-tote-bag/292
293,Tech,USB-C Charger,Versatile usb-c charger with silicone housing. multi‑device pairing. up to 20h battery.,114.38,https://example.com/tech/usb-c-charger/293
294,Home,Hand-Tufted Wool Rug,Versatile hand-tufted wool rug crafted from hand-blown glass in terracotta. soft-touch dimmer.,449.65,https://example.com/home/hand-tufted-wool-rug/294
295,Fashion,Polo Shirt,Lightweight polo shirt in forest vegan leather. relaxed fit. machine washable. Available in 13-inch.,30.82,https://example.com/fashion/polo-shirt/295
296,Tech,Smart Home Hub,Elevated smart home hub with ABS housing. gesture controls. multi‑device pairing.,690.48,https://example.com/tech/smart-home-hub/296
297,Tech,Portable SSD,Travel‑Friendly portable ssd with silicone housing. gesture controls. up to 20h battery.,34.52,https://example.com/tech/portable-ssd/297
298,Fashion,Wrap Skirt,Versatile wrap skirt in blush organic cotton. tailored fit. stretch panel at back. Available in Large.,44.71,https://example.com/fashion/wrap-skirt/298
299,Fashion,Denim Jacket,Everyday denim jacket in rose organic cotton. boxy cut. hidden interior pocket. Available in One size.,146.47,https://example.com/fashion/denim-jacket/299
300,Home,Aroma Diffuser,Compact aroma diffuser crafted from wool in white. non-slip feet.,553.73,https://example.com/home/aroma-diffuser/300
301,Home,Dining Chair,Everyday dining chair crafted from stainless steel in terracotta. reversible.,123.8,https://example.com/home/dining-chair/301
302,Home,Cast Iron Skillet,Minimalist cast iron skillet crafted from cotton in black. heat-resistant up to 450°F.,577.0,https://example.com/home/cast-iron-skillet/302
303,Fashion,Sports Bra,Lightweight sports bra in silver linen. oversized. breathable weave. Available in 15-inch.,41.32,https://example.com/fashion/sports-bra/303
304,Fashion,Ballet Flats,Elevated ballet flats in navy linen. oversized. hidden interior pocket. Available in S–L.,287.0,https://example.com/fashion/ballet-flats/304
305,Tech,Drone Camera,Minimalist drone camera with silicone housing. Bluetooth 5.3. USB‑C charging.,578.37,https://example.com/tech/drone-camera/305
306,Fashion,Wrap Skirt,Minimalist wrap skirt in forest merino wool. boxy cut. hidden interior pocket. Available in Medium.,239.83,https://example.com/fashion/wrap-skirt/306
307,Tech,Mechanical Keyboard,Lightweight mechanical keyboard with nylon housing. Bluetooth 5.3. multi‑device pairing.,199.0,https://example.com/tech/mechanical-keyboard/307
308,Home,Percale Sheet Set,Lightweight percale sheet set crafted from hand-blown glass in forest. dishwasher safe.,163.99,https://example.com/home/percale-sheet-set/308
309,Home,Glass Coffee Table,Lightweight glass coffee table crafted from cotton in sand. non-slip feet.,551.2,https://example.com/home/glass-coffee-table/309
310,Home,Aroma Diffuser,Compact aroma diffuser crafted from hand-blown glass in cream. heat-resistant up to 450°F.,205.56,https://example.com/home/aroma-diffuser/310
311,Home,Ceramic Vase,Lightweight ceramic vase crafted from walnut in silver. tool-free assembly.,499.08,https://example.com/home/ceramic-vase/311
312,Fashion,Loafer,Lightweight loafer in gold denim. slim fit. machine washable. Available in 14-inch.,212.89,https://example.com/fashion/loafer/312
313,Home,Espresso Machine,Everyday espresso machine crafted from oak wood in rose. matte glaze.,89.25,https://example.com/home/espresso-machine/313
314,Tech,Foldable Phone Stand,Minimalist foldable phone stand with aluminum housing. up to 20h battery. low‑latency mode.,546.83,https://example.com/tech/foldable-phone-stand/314
315,Home,Aroma Diffuser,Lightweight aroma diffuser crafted from cotton in black. non-slip feet.,50.55,https://example.com/home/aroma-diffuser/315
316,Tech,Action Camera,Elevated action camera with nylon housing. active noise cancellation. sleep mode after 10 min.,197.97,https://example.com/tech/action-camera/316
317,Home,Down Pillow,Premium down pillow crafted from rattan in gold. fingerprint-resistant.,319.15,https://example.com/home/down-pillow/317
318,Tech,Smart Home Hub,Versatile smart home hub with nylon housing. gesture controls. active noise cancellation.,60.59,https://example.com/tech/smart-home-hub/318
319,Tech,Smartwatch,Versatile smartwatch with nylon housing. multi‑device pairing. Bluetooth 5.3.,335.72,https://example.com/tech/smartwatch/319
320,Fashion,Loafer,Premium loafer in navy vegan leather. tailored fit. mother-of-pearl buttons. Available in Small.,310.64,https://example.com/fashion/loafer/320
321,Home,Bath Towel Set,Premium bath towel set crafted from cast iron in white. heat-resistant up to 450°F.,522.3,https://example.com/home/bath-towel-set/321
322,Home,Bamboo Cutting Board,Everyday bamboo cutting board crafted from bamboo in sand. non-slip feet.,468.65,https://example.com/home/bamboo-cutting-board/322
323,Tech,USB-C Charger,Minimalist usb-c charger with ABS housing. gesture controls. low‑latency mode.,265.79,https://example.com/tech/usb-c-charger/323
324,Home,Ceramic Vase,Versatile ceramic vase crafted from rattan in white. tool-free assembly.,70.1,https://example.com/home/ceramic-vase/324
325,Home,Bath Towel Set,Compact bath towel set crafted from stainless steel in navy. dishwasher safe.,284.91,https://example.com/home/bath-towel-set/325
326,Fashion,Ballet Flats,Elevated ballet flats in white cashmere. boxy cut. machine washable. Available in Large.,148.05,https://example.com/fashion/ballet-flats/326
327,Fashion,Sports Bra,Lightweight sports bra in black linen. relaxed fit. contrast stitching. Available in 15-inch.,123.31,https://example.com/fashion/sports-bra/327
328,Tech,Portable SSD,Travel‑Friendly portable ssd with aluminum housing. gesture controls. up to 20h battery.,632.99,https://example.com/tech/portable-ssd/328
329,Home,Storage Basket,Versatile storage basket crafted from cotton in beige. fingerprint-resistant.,448.95,https://example.com/home/storage-basket/329
330,Fashion,Athletic Leggings,Travel‑Friendly athletic leggings in charcoal organic cotton. tailored fit. removable belt. Available in Medium.,107.63,https://example.com/fashion/athletic-leggings/330
331,Fashion,High-Rise Jeans,Versatile high-rise jeans in rose cashmere. boxy cut. side zip. Available in Medium.,147.85,https://example.com/fashion/high-rise-jeans/331
332,Tech,Foldable Phone Stand,Compact foldable phone stand with nylon housing. up to 20h battery. gesture controls.,778.19,https://example.com/tech/foldable-phone-stand/332
