id,category,title,description,price,url
333,Fashion,Silk Blouse,Premium silk blouse in sky blue cashmere. oversized. breathable weave. Available in Medium.,349.29,https://example.com/fashion/silk-blouse/333
334,Fashion,Sports Bra,Compact sports bra in navy linen. boxy cut. mother-of-pearl buttons. Available in 15-inch.,278.28,https://example.com/fashion/sports-bra/334
335,Fashion,Trench Coat,Premium trench coat in charcoal merino wool. tailored fit. stretch panel at back. Available in One size.,264.39,https://example.com/fashion/trench-coat/335
336,Home,Percale Sheet Set,Minimalist percale sheet set crafted from oak wood in black. fingerprint-resistant.,337.0,https://example.com/home/percale-sheet-set/336
337,Tech,Fitness Tracker,Minimalist fitness tracker with ABS housing. fold-flat hinges. active noise cancellation.,641.88,https://example.com/tech/fitness-tracker/337
338,Fashion,Wrap Skirt,Minimalist wrap skirt in forest cashmere. slim fit. hidden interior pocket. Available in One size.,78.18,https://example.com/fashion/wrap-skirt/338
339,Fashion,Leather Tote Bag,Travel‑Friendly leather tote bag in charcoal suede. oversized. hidden interior pocket. Available in One size.,328.37,https://example.com/fashion/leather-tote-bag/339
340,Tech,Laptop Sleeve,Elevated laptop sleeve with aluminum housing. multi‑device pairing. active noise cancellation.,43.53,https://example.com/tech/laptop-sleeve/340
341,Tech,Portable SSD,Minimalist portable ssd with ABS housing. sleep mode after 10 min. multi‑device pairing.,444.7,https://example.com/tech/portable-ssd/341
342,Home,Bamboo Cutting Board,Elevated bamboo cutting board crafted from wool in terracotta. soft-touch dimmer.,388.85,https://example.com/home/bamboo-cutting-board/342
343,Home,Glass Coffee Table,Compact glass coffee table crafted from walnut in beige. modular design.,422.21,https://example.com/home/glass-coffee-table/343
344,Fashion,Leather Tote Bag,Compact leather tote bag in white cashmere. boxy cut. hidden interior pocket. Available in Large.,33.07,https://example.com/fashion/leather-tote-bag/344
345,Home,Electric Kettle,Lightweight electric kettle crafted from cast iron in beige. dishwasher safe.,214.31,https://example.com/home/electric-kettle/345
346,Fashion,Ballet Flats,Premium ballet flats in olive vegan leather. boxy cut. mother-of-pearl buttons. Available in S–L.,272.86,https://example.com/fashion/ballet-flats/346
347,Tech,Fitness Tracker,Everyday fitness tracker with aluminum housing. fold-flat hinges. up to 20h battery.,316.61,https://example.com/tech/fitness-tracker/347
348,Fashion,Loafer,Lightweight loafer in charcoal merino wool. boxy cut. mother-of-pearl buttons. Available in 14-inch.,266.19,https://example.com/fashion/loafer/348
349,Fashion,Heeled Sandals,Premium heeled sandals in rose cashmere. relaxed fit. machine washable. Available in Large.,128.4,https://example.com/fashion/heeled-sandals/349
350,Tech,Mechanical Keyboard,Elevated mechanical keyboard with nylon housing. gesture controls. fold-flat hinges.,184.03,https://example.com/tech/mechanical-keyboard/350
351,Fashion,Pleated Midi Skirt,Lightweight pleated midi skirt in white denim. boxy cut. contrast stitching. Available in XS–XL.,344.6,https://example.com/fashion/pleated-midi-skirt/351
352,Fashion,Work Blazer,Versatile work blazer in blush vegan leather. tailored fit. hidden interior pocket. Available in 14-inch.,164.34,https://example.com/fashion/work-blazer/352
353,Fashion,Chino Pants,Minimalist chino pants in silver organic cotton. tailored fit. contrast stitching. Available in S–L.,337.58,https://example.com/fashion/chino-pants/353
354,Fashion,Work Blazer,Compact work blazer in sky blue denim. tailored fit. contrast stitching. Available in 14-inch.,341.22,https://example.com/fashion/work-blazer/354
355,Fashion,Cashmere Scarf,Premium cashmere scarf in rose cashmere. boxy cut. hidden interior pocket. Available in S–L.,75.56,https://example.com/fashion/cashmere-scarf/355
356,Tech,Laptop Sleeve,Premium laptop sleeve with ABS housing. USB‑C charging. Bluetooth 5.3.,241.86,https://example.com/tech/laptop-sleeve/356
357,Fashion,Classic Leather Sneakers,Lightweight classic leather sneakers in sand organic cotton. tailored fit. hidden interior pocket. Available in One size.,44.05,https://example.com/fashion/classic-leather-sneakers/357
358,Home,Throw Blanket,Travel‑Friendly throw blanket crafted from cotton in olive. modular design.,154.25,https://example.com/home/throw-blanket/358
359,Tech,Fitness Tracker,Premium fitness tracker with silicone housing. multi‑device pairing. Bluetooth 5.3.,680.27,https://example.com/tech/fitness-tracker/359
360,Fashion,Silk Blouse,Everyday silk blouse in cream suede. tailored fit. contrast stitching. Available in Large.,162.18,https://example.com/fashion/silk-blouse/360
361,Home,Round Wall Mirror,Minimalist round wall mirror crafted from cotton in cream. tool-free assembly.,539.44,https://example.com/home/round-wall-mirror/361
362,Fashion,Loafer,Versatile loafer in forest cotton. boxy cut. hidden interior pocket. Available in Small.,176.71,https://example.com/fashion/loafer/362
363,Fashion,Pleated Midi Skirt,Lightweight pleated midi skirt in charcoal suede. boxy cut. machine washable. Available in One size.,269.33,https://example.com/fashion/pleated-midi-skirt/363
364,Home,Espresso Machine,Elevated espresso machine crafted from bamboo in sky blue. tool-free assembly.,356.85,https://example.com/home/espresso-machine/364
365,Fashion,Silk Blouse,Everyday silk blouse in sand merino wool. slim fit. breathable weave. Available in One size.,191.74,https://example.com/fashion/silk-blouse/365
366,Tech,Smartwatch,Minimalist smartwatch with aluminum housing. multi‑device pairing. fold-flat hinges.,518.84,https://example.com/tech/smartwatch/366
367,Fashion,Merino Crewneck,Elevated merino crewneck in olive suede. oversized. stretch panel at back. Available in S–L.,156.19,https://example.com/fashion/merino-crewneck/367
368,Home,Bath Towel Set,Elevated bath towel set crafted from cast iron in terracotta. tool-free assembly.,363.3,https://example.com/home/bath-towel-set/368
369,Fashion,Cashmere Scarf,Elevated cashmere scarf in forest organic cotton. tailored fit. machine washable. Available in 15-inch.,49.93,https://example.com/fashion/cashmere-scarf/369
370,Fashion,Chelsea Boots,Lightweight chelsea boots in forest silk. tailored fit. double-lined. Available in One size.,241.98,https://example.com/fashion/chelsea-boots/370
371,Tech,Gaming Mouse,Compact gaming mouse with polycarbonate housing. fold-flat hinges. USB‑C charging.,126.3,https://example.com/tech/gaming-mouse/371
372,Home,Glass Coffee Table,Everyday glass coffee table crafted from oak wood in charcoal. modular design.,189.17,https://example.com/home/glass-coffee-table/372
373,Tech,Tablet Stylus,Versatile tablet stylus with silicone housing. low‑latency mode. multi‑device pairing.,684.46,https://example.com/tech/tablet-stylus/373
374,Fashion,High-Rise Jeans,Compact high-rise jeans in olive merino wool. tailored fit. stretch panel at back. Available in Medium.,326.33,https://example.com/fashion/high-rise-jeans/374
375,Fashion,Corduroy Trousers,Travel‑Friendly corduroy trousers in black organic cotton. boxy cut. machine washable. Available in 14-inch.,155.74,https://example.com/fashion/corduroy-trousers/375
376,Tech,Action Camera,Compact action camera with nylon housing. low‑latency mode. up to 20h battery.,669.72,https://example.com/tech/action-camera/376
377,Fashion,Denim Jacket,Premium denim jacket in rose merino wool. slim fit. side zip. Available in Medium.,134.4,https://example.com/fashion/denim-jacket/377
378,Fashion,Work Blazer,Compact work blazer in gold suede. tailored fit. removable belt. Available in One size.,174.88,https://example.com/fashion/work-blazer/378
379,Home,Dining Chair,Elevated dining chair crafted from cast iron in charcoal. dishwasher safe.,155.49,https://example.com/home/dining-chair/379
380,Home,Cast Iron Skillet,Everyday cast iron skillet crafted from stoneware in terracotta. reversible.,567.26,https://example.com/home/cast-iron-skillet/380
381,Fashion,Puffer Jacket,Elevated puffer jacket in olive suede. oversized. double-lined. Available in 15-inch.,73.56,https://example.com/fashion/puffer-jacket/381
382,Fashion,Athletic Leggings,Minimalist athletic leggings in gold organic cotton. slim fit. removable belt. Available in 14-inch.,276.45,https://example.com/fashion/athletic-leggings/382
383,Home,Hand-Tufted Wool Rug,Travel‑Friendly hand-tufted wool rug crafted from cast iron in olive. tool-free assembly.,83.2,https://example.com/home/hand-tufted-wool-rug/383
384,Fashion,Loafer,Lightweight loafer in blush silk. relaxed fit. removable belt. Available in Large.,63.81,https://example.com/fashion/loafer/384
385,Home,Bamboo Cutting Board,Compact bamboo cutting board crafted from cotton in cream. matte glaze.,280.75,https://example.com/home/bamboo-cutting-board/385
386,Home,Dining Chair,Versatile dining chair crafted from cast iron in forest. modular design.,202.14,https://example.com/home/dining-chair/386
387,Home,Throw Blanket,Minimalist throw blanket crafted from wool in black. reversible.,90.03,https://example.com/home/throw-blanket/387
388,Home,Round Wall Mirror,Premium round wall mirror crafted from walnut in cream. dishwasher safe.,227.81,https://example.com/home/round-wall-mirror/388
389,Tech,Smartphone Stand,Minimalist smartphone stand with silicone housing. sleep mode after 10 min. fold-flat hinges.,622.01,https://example.com/tech/smartphone-stand/389
390,Fashion,Leather Tote Bag,Elevated leather tote bag in rose cashmere. oversized. stretch panel at back. Available in Small.,174.61,https://example.com/fashion/leather-tote-bag/390
391,Fashion,Sports Bra,Versatile sports bra in sky blue merino wool. boxy cut. breathable weave. Available in 13-inch.,178.27,https://example.com/fashion/sports-bra/391
392,Tech,Tablet Stylus,Everyday tablet stylus with ABS housing. gesture controls. fold-flat hinges.,685.67,https://example.com/tech/tablet-stylus/392
393,Fashion,Denim Jacket,Lightweight denim jacket in rose silk. oversized. breathable weave. Available in 14-inch.,58.93,https://example.com/fashion/denim-jacket/393
394,Fashion,Work Blazer,Compact work blazer in white denim. oversized. contrast stitching. Available in S–L.,288.43,https://example.com/fashion/work-blazer/394
395,Tech,Laptop Sleeve,Elevated laptop sleeve with aluminum housing. fold-flat hinges. sleep mode after 10 min.,260.77,https://example.com/tech/laptop-sleeve/395
396,Fashion,Denim Jacket,Travel‑Friendly denim jacket in gold merino wool. relaxed fit. contrast stitching. Available in 14-inch.,255.51,https://example.com/fashion/denim-jacket/396
397,Fashion,Pleated Midi Skirt,Travel‑Friendly pleated midi skirt in terracotta silk. slim fit. contrast stitching. Available in S–L.,223.06,https://example.com/fashion/pleated-midi-skirt/397
398,Fashion,Chino Pants,Minimalist chino pants in blush silk. slim fit. machine washable. Available in Large.,98.81,https://example.com/fashion/chino-pants/398
399,Tech,Smartphone Stand,Minimalist smartphone stand with aluminum housing. USB‑C charging. gesture controls.,688.84,https://example.com/tech/smartphone-stand/399
400,Fashion,Wool Overshirt,Minimalist wool overshirt in silver cotton. tailored fit. machine washable. Available in 15-inch.,77.46,https://example.com/fashion/wool-overshirt/400
401,Fashion,Chino Pants,Versatile chino pants in navy linen. slim fit. stretch panel at back. Available in Medium.,257.57,https://example.com/fashion/chino-pants/401
402,Fashion,Trench Coat,Elevated trench coat in white organic cotton. boxy cut. machine washable. Available in Large.,339.89,https://example.com/fashion/trench-coat/402
403,Tech,Drone Camera,Travel‑Friendly drone camera with ABS housing. Bluetooth 5.3. USB‑C charging.,332.09,https://example.com/tech/drone-camera/403
404,Home,Storage Basket,Minimalist storage basket crafted from stoneware in charcoal. modular design.,48.39,https://example.com/home/storage-basket/404
405,Home,Ceramic Vase,Everyday ceramic vase crafted from stainless steel in white. non-slip feet.,193.33,https://example.com/home/ceramic-vase/405
406,Home,Cookware Set,Travel‑Friendly cookware set crafted from walnut in forest. modular design.,495.65,https://example.com/home/cookware-set/406
407,Fashion,Trench Coat,Elevated trench coat in black linen. slim fit. stretch panel at back. Available in S–L.,85.64,https://example.com/fashion/trench-coat/407
408,Fashion,Classic Leather Sneakers,Elevated classic leather sneakers in forest silk. boxy cut. double-lined. Available in 14-inch.,334.67,https://example.com/fashion/classic-leather-sneakers/408
409,Tech,Wireless Earbuds,Elevated wireless earbuds with nylon housing. Bluetooth 5.3. multi‑device pairing.,687.32,https://example.com/tech/wireless-earbuds/409
410,Fashion,Wrap Skirt,Compact wrap skirt in navy merino wool. slim fit. double-lined. Available in S–L.,207.91,https://example.com/fashion/wrap-skirt/410
411,Tech,Action Camera,Elevated action camera with polycarbonate housing. sleep mode after 10 min. gesture controls.,451.34,https://example.com/tech/action-camera/411
412,Tech,Smartphone Stand,Lightweight smartphone stand with aluminum housing. multi‑device pairing. sleep mode after 10 min.,98.41,https://example.com/tech/smartphone-stand/412
413,Home,Cast Iron Skillet,Elevated cast iron skillet crafted from stainless steel in sky blue. modular design.,79.11,https://example.com/home/cast-iron-skillet/413
414,Fashion,Loafer,Premium loafer in cream cotton. slim fit. machine washable. Available in 13-inch.,284.02,https://example.com/fashion/loafer/414
415,Home,Throw Blanket,Lightweight throw blanket crafted from cotton in black. fingerprint-resistant.,90.44,https://example.com/home/throw-blanket/415
416,Home,Throw Blanket,Lightweight throw blanket crafted from cast iron in silver. reversible.,55.77,https://example.com/home/throw-blanket/416
417,Tech,4K Webcam,Versatile 4k webcam with nylon housing. up to 20h battery. low‑latency mode.,630.24,https://example.com/tech/4k-webcam/417
418,Tech,Drone Camera,Premium drone camera with aluminum housing. active noise cancellation. sleep mode after 10 min.,197.27,https://example.com/tech/drone-camera/418
419,Tech,Smart Home Hub,Everyday smart home hub with polycarbonate housing. active noise cancellation. fold-flat hinges.,178.55,https://example.com/tech/smart-home-hub/419
420,Home,Stoneware Dinner Plates,Elevated stoneware dinner plates crafted from stoneware in navy. non-slip feet.,252.34,https://example.com/home/stoneware-dinner-plates/420
421,Fashion,Corduroy Trousers,Elevated corduroy trousers in blush denim. relaxed fit. hidden interior pocket. Available in Medium.,249.61,https://example.com/fashion/corduroy-trousers/421
422,Fashion,Corduroy Trousers,Premium corduroy trousers in sand organic cotton. oversized. contrast stitching. Available in S–L.,330.02,https://example.com/fashion/corduroy-trousers/422
423,Fashion,High-Rise Jeans,Premium high-rise jeans in blush silk. boxy cut. machine washable. Available in 13-inch.,56.89,https://example.com/fashion/high-rise-jeans/423
424,Home,Down Pillow,Travel‑Friendly down pillow crafted from hand-blown glass in silver. tool-free assembly.,359.95,https://example.com/home/down-pillow/424
425,Tech,Smart Home Hub,Compact smart home hub with aluminum housing. gesture controls. low‑latency mode.,736.01,https://example.com/tech/smart-home-hub/425
426,Home,Storage Basket,Lightweight storage basket crafted from stainless steel in white. heat-resistant up to 450°F.,63.49,https://example.com/home/storage-basket/426
427,Fashion,Heeled Sandals,Everyday heeled sandals in terracotta organic cotton. oversized. hidden interior pocket. Available in 14-inch.,349.09,https://example.com/fashion/heeled-sandals/427
428,Home,Ceramic Vase,Minimalist ceramic vase crafted from cast iron in blush. soft-touch dimmer.,134.7,https://example.com/home/ceramic-vase/428
429,Home,Percale Sheet Set,Elevated percale sheet set crafted from hand-blown glass in gold. tool-free assembly.,394.67,https://example.com/home/percale-sheet-set/429
430,Fashion,Denim Jacket,Minimalist denim jacket in blush vegan leather. relaxed fit. stretch panel at back. Available in 13-inch.,288.98,https://example.com/fashion/denim-jacket/430
431,Fashion,Sports Bra,Versatile sports bra in sky blue cashmere. slim fit. contrast stitching. Available in Small.,59.43,https://example.com/fashion/sports-bra/431
432,Home,Electric Kettle,Everyday electric kettle crafted from wool in forest. dishwasher safe.,511.42,https://example.com/home/electric-kettle/432
433,Tech,Foldable Phone Stand,Premium foldable phone stand with polycarbonate housing. low‑latency mode. sleep mode after 10 min.,651.89,https://example.com/tech/foldable-phone-stand/433
434,Tech,Portable Projector,Minimalist portable projector with silicone housing. USB‑C charging. fold-flat hinges.,119.96,https://example.com/tech/portable-projector/434
435,Tech,Portable SSD,Elevated portable ssd with nylon housing. Bluetooth 5.3. fold-flat hinges.,755.27,https://example.com/tech/portable-ssd/435
436,Tech,Bluetooth Speaker,Elevated bluetooth speaker with aluminum housing. active noise cancellation. up to 20h battery.,64.24,https://example.com/tech/bluetooth-speaker/436
437,Tech,Smartwatch,Versatile smartwatch with ABS housing. USB‑C charging. gesture controls.,741.2,https://example.com/tech/smartwatch/437
438,Tech,Noise-Cancelling Headphones,Elevated noise-cancelling headphones with nylon housing. fold-flat hinges. multi‑device pairing.,360.7,https://example.com/tech/noise-cancelling-headphones/438
439,Tech,Noise-Cancelling Headphones,Premium noise-cancelling headphones with silicone housing. up to 20h battery. low‑latency mode.,586.43,https://example.com/tech/noise-cancelling-headphones/439
440,Fashion,Pleated Midi Skirt,Lightweight pleated midi skirt in beige suede. oversized. machine washable. Available in Medium.,188.76,https://example.com/fashion/pleated-midi-skirt/440
441,Fashion,Wrap Skirt,Everyday wrap skirt in silver cashmere. relaxed fit. stretch panel at back. Available in S–L.,152.47,https://example.com/fashion/wrap-skirt/441
442,Tech,E-Reader,Everyday e-reader with silicone housing. USB‑C charging. fold-flat hinges.,355.66,https://example.com/tech/e-reader/442
443,Fashion,Leather Tote Bag,Compact leather tote bag in charcoal linen. slim fit. side zip. Available in S–L.,143.26,https://example.com/fashion/leather-tote-bag/443
444,Home,Cookware Set,Versatile cookware set crafted from hand-blown glass in white. heat-resistant up to 450°F.,546.82,https://example.com/home/cookware-set/444
445,Tech,Bluetooth Speaker,Elevated bluetooth speaker with nylon housing. fold-flat hinges. sleep mode after 10 min.,238.11,https://example.com/tech/bluetooth-speaker/445
446,Fashion,Ballet Flats,Minimalist ballet flats in gold vegan leather. relaxed fit. machine washable. Available in 14-inch.,172.72,https://example.com/fashion/ballet-flats/446
447,Home,Ceramic Vase,Minimalist ceramic vase crafted from rattan in navy. matte glaze.,106.21,https://example.com/home/ceramic-vase/447
448,Tech,Gaming Mouse,Elevated gaming mouse with ABS housing. low‑latency mode. active noise cancellation.,500.93,https://example.com/tech/gaming-mouse/448
449,Fashion,Corduroy Trousers,Everyday corduroy trousers in blush merino wool. tailored fit. side zip. Available in 14-inch.,227.43,https://example.com/fashion/corduroy-trousers/449
450,Fashion,Athletic Leggings,Compact athletic leggings in rose denim. boxy cut. removable belt. Available in Medium.,237.13,https://example.com/fashion/athletic-leggings/450
451,Home,Ceramic Vase,Everyday ceramic vase crafted from cast iron in cream. dishwasher safe.,309.36,https://example.com/home/ceramic-vase/451
452,Home,Storage Basket,Lightweight storage basket crafted from oak wood in silver. modular design.,532.01,https://example.com/home/storage-basket/452
453,Home,Glass Coffee Table,Compact glass coffee table crafted from walnut in white. soft-touch dimmer.,297.84,https://example.com/home/glass-coffee-table/453
454,Tech,E-Reader,Elevated e-reader with nylon housing. USB‑C charging. Bluetooth 5.3.,92.98,https://example.com/tech/e-reader/454
455,Fashion,Puffer Jacket,Compact puffer jacket in gold silk. relaxed fit. double-lined. Available in Small.,152.56,https://example.com/fashion/puffer-jacket/455
456,Home,Aroma Diffuser,Everyday aroma diffuser crafted from cotton in sky blue. modular design.,263.16,https://example.com/home/aroma-diffuser/456
457,Tech,Noise-Cancelling Headphones,Lightweight noise-cancelling headphones with aluminum housing. up to 20h battery. sleep mode after 10 min.,523.06,https://example.com/tech/noise-cancelling-headphones/457
458,Tech,USB-C Charger,Minimalist usb-c charger with nylon housing. low‑latency mode. fold-flat hinges.,642.83,https://example.com/tech/usb-c-charger/458
459,Tech,Portable Projector,Versatile portable projector with polycarbonate housing. active noise cancellation. fold-flat hinges.,218.09,https://example.com/tech/portable-projector/459
460,Fashion,Linen Summer Dress,Versatile linen summer dress in cream organic cotton. tailored fit. contrast stitching. Available in 15-inch.,348.11,https://example.com/fashion/linen-summer-dress/460
461,Home,Storage Basket,Minimalist storage basket crafted from oak wood in olive. dishwasher safe.,335.32,https://example.com/home/storage-basket/461
462,Fashion,Wrap Skirt,Compact wrap skirt in gold cashmere. tailored fit. hidden interior pocket. Available in XS–XL.,36.25,https://example.com/fashion/wrap-skirt/462
463,Fashion,Merino Crewneck,Travel‑Friendly merino crewneck in terracotta denim. relaxed fit. machine washable. Available in 14-inch.,152.4,https://example.com/fashion/merino-crewneck/463
464,Tech,E-Reader,Lightweight e-reader with nylon housing. low‑latency mode. up to 20h battery.,577.86,https://example.com/tech/e-reader/464
465,Fashion,Trench Coat,Elevated trench coat in olive cotton. slim fit. double-lined. Available in Large.,183.5,https://example.com/fashion/trench-coat/465
466,Tech,4K Webcam,Elevated 4k webcam with aluminum housing. low‑latency mode. gesture controls.,630.61,https://example.com/tech/4k-webcam/466
467,Tech,Portable Projector,Premium portable projector with ABS housing. sleep mode after 10 min. fold-flat hinges.,291.63,https://example.com/tech/portable-projector/467
468,Fashion,Trench Coat,Everyday trench coat in terracotta vegan leather. slim fit. breathable weave. Available in Small.,211.01,https://example.com/fashion/trench-coat/468
469,Home,Round Wall Mirror,Everyday round wall mirror crafted from stoneware in black. modular design.,206.53,https://example.com/home/round-wall-mirror/469
470,Home,Round Wall Mirror,Travel‑Friendly round wall mirror crafted from cast iron in black. reversible.,176.85,https://example.com/home/round-wall-mirror/470
471,Tech,Portable Projector,Everyday portable projector with silicone housing. multi‑device pairing. gesture controls.,45.2,https://example.com/tech/portable-projector/471
472,Home,Hand-Tufted Wool Rug,Elevated hand-tufted wool rug crafted from walnut in olive. dishwasher safe.,366.33,https://example.com/home/hand-tufted-wool-rug/472
473,Fashion,Ribbed Tank,Versatile ribbed tank in sky blue suede. oversized. hidden interior pocket. Available in 14-inch.,39.38,https://example.com/fashion/ribbed-tank/473
474,Tech,Smartphone Stand,Versatile smartphone stand with silicone housing. low‑latency mode. gesture controls.,653.28,https://example.com/tech/smartphone-stand/474
475,Tech,Bluetooth Speaker,Minimalist bluetooth speaker with nylon housing. Bluetooth 5.3. multi‑device pairing.,242.72,https://example.com/tech/bluetooth-speaker/475
476,Tech,Laptop Sleeve,Travel‑Friendly laptop sleeve with silicone housing. Bluetooth 5.3. active noise cancellation.,651.71,https://example.com/tech/laptop-sleeve/476
477,Home,Cast Iron Skillet,Minimalist cast iron skillet crafted from stoneware in sky blue. heat-resistant up to 450°F.,293.58,https://example.com/home/cast-iron-skillet/477
478,Home,Cookware Set,Compact cookware set crafted from walnut in forest. dishwasher safe.,227.31,https://example.com/home/cookware-set/478
479,Tech,E-Reader,Compact e-reader with ABS housing. sleep mode after 10 min. multi‑device pairing.,477.59,https://example.com/tech/e-reader/479
480,Tech,Gaming Mouse,Lightweight gaming mouse with nylon housing. fold-flat hinges. sleep mode after 10 min.,205.39,https://example.com/tech/gaming-mouse/480
481,Fashion,Puffer Jacket,Versatile puffer jacket in beige vegan leather. boxy cut. double-lined. Available in S–L.,81.08,https://example.com/fashion/puffer-jacket/481
482,Home,Electric Kettle,Compact electric kettle crafted from stoneware in forest. fingerprint-resistant.,163.76,https://example.com/home/electric-kettle/482
483,Home,Glass Coffee Table,Everyday glass coffee table crafted from wool in sand. reversible.,159.87,https://example.com/home/glass-coffee-table/483
484,Home,Down Pillow,Everyday down pillow crafted from stoneware in blush. modular design.,329.54,https://example.com/home/down-pillow/484
485,Fashion,Flowy Maxi Dress,Compact flowy maxi dress in rose organic cotton. relaxed fit. hidden interior pocket. Available in 14-inch.,283.2,https://example.com/fashion/flowy-maxi-dress/485
486,Fashion,Athletic Leggings,Lightweight athletic leggings in gold denim. oversized. stretch panel at back. Available in Small.,265.86,https://example.com/fashion/athletic-leggings/486
487,Tech,E-Reader,Travel‑Friendly e-reader with aluminum housing. up to 20h battery. Bluetooth 5.3.,617.14,https://example.com/tech/e-reader/487
488,Tech,Fitness Tracker,Versatile fitness tracker with aluminum housing. multi‑device pairing. fold-flat hinges.,759.55,https://example.com/tech/fitness-tracker/488
489,Home,Glass Coffee Table,Premium glass coffee table crafted from hand-blown glass in rose. reversible.,353.9,https://example.com/home/glass-coffee-table/489
490,Fashion,Trench Coat,Travel‑Friendly trench coat in sky blue vegan leather. slim fit. removable belt. Available in Large.,344.45,https://example.com/fashion/trench-coat/490
491,Fashion,Flowy Maxi Dress,Premium flowy maxi dress in sand denim. boxy cut. mother-of-pearl buttons. Available in S–L.,154.3,https://example.com/fashion/flowy-maxi-dress/491
492,Home,LED Floor Lamp,Minimalist led floor lamp crafted from rattan in white. non-slip feet.,562.42,https://example.com/home/led-floor-lamp/492
493,Home,Stoneware Dinner Plates,Premium stoneware dinner plates crafted from oak wood in forest. soft-touch dimmer.,595.09,https://example.com/home/stoneware-dinner-plates/493
494,Tech,Gaming Mouse,Travel‑Friendly gaming mouse with silicone housing. fold-flat hinges. USB‑C charging.,159.63,https://example.com/tech/gaming-mouse/494
495,Tech,E-Reader,Everyday e-reader with polycarbonate housing. sleep mode after 10 min. multi‑device pairing.,208.33,https://example.com/tech/e-reader/495
496,Home,LED Floor Lamp,Everyday led floor lamp crafted from bamboo in olive. dishwasher safe.,204.44,https://example.com/home/led-floor-lamp/496
497,Fashion,Wrap Skirt,Compact wrap skirt in olive cotton. oversized. stretch panel at back. Available in Large.,266.19,https://example.com/fashion/wrap-skirt/497
498,Tech,Action Camera,Compact action camera with silicone housing. Bluetooth 5.3. up to 20h battery.,303.06,https://example.com/tech/action-camera/498
499,Home,Hand-Tufted Wool Rug,Travel‑Friendly hand-tufted wool rug crafted from walnut in charcoal. matte glaze.,363.11,https://example.com/home/hand-tufted-wool-rug/499
500,Fashion,Trench Coat,Travel‑Friendly trench coat in white organic cotton. boxy cut. hidden interior pocket. Available in Small.,255.1,https://example.com/fashion/trench-coat/500
